full_name,age
"Azeglio Cendron-Mondaini",5
"Sean Meyer",7
"Zaira Tafuri",9
"Hugo Antonelli-Bassi",8
"Brianna Garza",8
"Gary Taylor",1
"Dott. Adamo Sansoni",6
"Linda Taylor",6
"Toni Hayes",2
"Giulio Carriera",0
"Rosaria Sorrentino",9
"Ryan Gregory",4
"Shane Hernandez",6
"Enzo Malpighi-Parini",2
"Paola Monaco",4
"Joshua Gonzalez",4
"Marco Telesio-Abatantuono",4
"Sig.ra Nicoletta Persico",7
"Danielle Hernandez",9
"Sig. Achille Rossi",7
"Sig.ra Claudia Berengario",8
"Sandra Schneider",1
"Victor Jones",9
"Michela Errani",4
"Sig. Dionigi Lombardi",7
"Allegra Ponti",4
"Caitlin Ward",1
"Suzanne White",3
"David Lee",6
"Katelyn Ortega",1
"Silvia Paolini",9
"Patrick West",2
"Martina Bernardini-Gagliano",3
"William Reynolds",10
"Robert Cruz",10
"Abigail Myers",0
"Gioele Tuzzolino",3
"Edward Ingram",6
"Brian Cortez",5
"Raffaella Fioravanti",3
"Sig.ra Ninetta Tartini",5
"Amanda Wilson",5
"Camilla Marini",4
"Matthew Escobar",4
"Teresa Powell",6
"Germana Semitecolo-Scaduto",0
"Enzo Ficino-Cimarosa",2
"Danilo Petrassi",7
"Dustin Snyder",2
"Alexis Cook",10
"Diana Piazzi",9
"Stefania Cugia",10
"Guglielmo Filzi",4
"Diane Moore",9
"Fiorino Farnese",6
"Tonia Castelli-Malaparte",6
"Richard Shields",2
"Nancy Joseph",3
"Sig. Umberto Caracciolo",10
"Claudio Murialdo",0
"Dott. Piero Lupo",1
"William Vaughn",5
"Jason Valencia",4
"Greca Tartaglia",8
"Justin Wright",4
"Vito Onio-Samele",6
"Jason Moore",9
"Annetta Ciampi-Zichichi",10
"Zachary Torres",8
"Christy Krause",5
"Victor Lee",5
"Dott. Lando Mazzeo",9
"Randy Trujillo",10
"Ms. Nicole Snyder",6
"Sig.ra Gabriella Cavalcanti",6
"Dott. Michelangelo Scarponi",3
"Joel Monroe",4
"Gioacchino Gaiatto",6
"Gastone Cignaroli",6
"Simonetta Vergerio",2
"Lucrezia Paltrinieri-Trevisani",10
"Joseph Warren",3
"Brian Wallace",9
"Megan Woods",8
"Anita Staglieno",9
"Lucia Comeriato",5
"Adriano Canetta",5
"Stefano Scandone",8
"Paride Ceri",6
"Mr. Jared Contreras",6
"Courtney Peters",5
"Mr. Christopher Hunter II",9
"Matteo Cuda",0
"Ignazio Pacillo",0
"Lisa Duse",1
"Roberta Mancini",9
"Drew Harris",7
"Robert Thomas",0
"Colleen Villegas",7
"Fabia Beffa-Calarco",7
"John Hernandez",1
"Sig. Camillo Tutino",8
"Ricciotti Bompiani",1
"Aurora Nitti",4
"Dott. Gianpietro Giannuzzi",7
"Jasmine Jimenez",7
"Samantha Estes MD",5
"Ricciotti Maderno",2
"Mauro Zabarella",3
"Vincent Lewis",0
"Amy Davis",8
"Sig.ra Chiara Tomei",3
"Natasha Carney",2
"Michael Harris",8
"Kelly Adams",10
"Baccio Bombieri",8
"Bailey Neal",5
"Chelsea Ross",1
"Rosaria Tornatore",5
"Philip Marshall",6
"Kevin Herrera",9
"Temistocle Comolli",3
"David Allen",6
"Gail Gordon",10
"Amanda Harrison",8
"Sig. Donatello Paoletti",3
"Carrie Barnett",0
"Claudio Cociarelli",10
"Elizabeth Campbell",0
"Patricia Hernandez",7
"Sig.ra Rossana Scalera",5
"Michaela Wright",5
"Etta Vento",8
"Anthony Wise",3
"Dante Marenzio-Filippini",1
"Mr. Jeffrey Smith DDS",5
"Uberto Moretti",0
"Dott. Paulina Pedrazzini",7
"Lucrezia Cibin",4
"Lando Fantozzi",4
"Troy Hernandez",2
"Nicola Lollobrigida",1
"Brian Lam III",8
"Morgan Stevens",7
"Chris Davis",1
"Annamaria Fo-Forza",5
"Nico Albertini",7
"Timothy Ferrell",10
"Theresa Cunningham",1
"Thomas Fletcher",8
"Graziella Monteverdi",5
"Pompeo Cimini",7
"Romana Scamarcio",6
"Randy Berry",7
"Ninetta Leonetti",10
"Taylor Lane",1
"Russell Brown",4
"John Boyd",5
"Richard Reynolds",8
"George Gutierrez",6
"David Diaz",7
"Thomas Campbell",9
"Gemma Volterra",6
"John Hart",3
"Jason Cowan",7
"Guarino Fattori",7
"Antonio Weeks",6
"Gianpaolo Vianello-Foscari",7
"Dott. Serena Toselli",1
"Joshua Mathis",7
"Dott. Susanna Anastasi",5
"Jennifer Flores",8
"Katherine Williams",8
"Giovanna Tamborini",7
"David Ward",3
"Amber Smith",0
"William Clark",8
"Evangelista Volterra-Santi",5
"Erica Williams",6
"Jason Smith",5
"Giulia Omma",0
"Dott. Ludovica Lovato",0
"Bettina Smirnoff",4
"Alessia Soranzo",0
"Piersanti Olivetti",2
"Anthony Meyer",1
"Emily Williams",3
"Veronica Gianinazzi",2
"Bettina Ceschi-Terragni",5
"Nico Mercalli",6
"Alessandro Taliani",3
"Kenneth Schwartz",8
"Gastone Salvini",9
"Toni Meucci",7
"Chelsea Davis",10
"Giampiero Vigliotti",8
"Brian Bass",9
"Rolando Pergolesi",0
"Gabriella Prodi-Donarelli",9
"Gregory Clark",10
"Michelle Lowe",2
"Renata Trentin",7
"Jose Lewis",4
"Taylor Hill",2
"Graziano Passalacqua",5
"Guarino Musatti",9
"Orlando Boiardo-Gonzaga",9
"Matthew Wood",3
"Sherry Williams",9
"Penny Friedman",0
"Cipriano Pigafetta",4
"Vito Cainero-Rossini",3
"Ashley Thomas",0
"Etta Natta",1
"Raven Jones",9
"Laura Hobbs",7
"Dott. Berenice Milanesi",1
"Jeffrey Turner",1
"Tracey Kennedy",0
"Allison Parker",1
"Courtney Murphy DDS",3
"Paloma Salvini",7
"Domenico Angeli",8
"Gemma Cuzzocrea",10
"Tyler Callahan",1
"Sole Luna",0
"Anthony Johnson",10
"Dott. Mercedes Zamorani",2
"Victoria Aldobrandi",5
"Justin Dominguez",10
"Chiara Balbi",1
"Christine Campos",9
"Kevin Jacobs",2
"Jennifer Medina",7
"George Dunn",2
"Giampaolo Ferretti",2
"Ryan Payne",9
"Felicia Mccoy",1
"Thomas Woods",6
"Valerio Valguarnera",7
"Gianpietro Basadonna-Maffei",1
"Joshua Huerta",2
"Veronica Botta",6
"Susan Snow",9
"Carmelo Bajardi-Casadei",2
"Rembrandt Solari-Goldstein",4
"Brandon Oneill",7
"Livia Cagnin-Verga",0
"Tiziana Niggli-Gregori",5
"Jamie Mccullough",1
"John Hill Jr.",7
"Dominique Torres",2
"Edoardo Bersani",7
"Sig.ra Nedda Bernini",1
"Douglas Garcia",7
"Adam Harris",3
"Massimiliano Mimun",10
"Christine Crane",1
"Aaron Briggs",2
"Ramona Chinnici",6
"Jonathan Giles",1
"Calogero Mercadante-Squarcione",9
"Benjamin Harrington",8
"Gionata Bocca",10
"Pompeo Vittadello-Avogadro",2
"Catherine Welch",2
"Ugolino Guidotti",10
"Luchino Casagrande",9
"Flavio Tamburini",6
"Sig. Coriolano Toninelli",3
"Kenneth Maxwell",10
"Michela Querini",10
"Kelly Smith",7
"Bobby Harding",8
"Massimiliano Mancini",6
"Melissa Galloway",10
"Tina Ravaglioli",3
"Tiffany Graham",5
"Daria Cattaneo",5
"Matthew Nguyen",8
"Crystal George",6
"Jacob Ross",1
"Lindsey Dominguez",7
"Sig.ra Angelica Murri",1
"Lisa Reyes",2
"Maria Miller",5
"Heather Kelly",7
"Dott. Maria Montecchi",6
"Massimiliano Salata",3
"Giulietta Travaglia-Leonetti",5
"Fernando Fuller",5
"Adelasia Monte-Bombieri",9
"Lauretta Cadorna",7
"Carlo Mercati",0
"Joan Campbell",8
"Simone Vivaldi-Traetta",7
"Michael Berry",6
"Lisa Boyd MD",5
"Amalia Gemito",3
"Patricia Reynolds",10
"Germana Ferragni",5
"Temistocle Bruscantini-Micca",2
"Marina Casellati",1
"Jonathan Coleman",2
"Paloma Esposito",3
"Piero Bignardi",4
"Angela Stone",7
"Ashley Graham",8
"Natalia Sollima",9
"Damiano Ruggieri",6
"Gianpaolo Scalera",10
"Megan Wallace",0
"Ermanno Ramazzotti",4
"Maria Aldobrandi",9
"Monica Buck",4
"Donatella Cattaneo",8
"Edoardo Semitecolo",0
"Eliana Spadafora",8
"Katherine Stevenson",1
"Isabella Briccialdi-Pistoletto",0
"Adriana Comolli",7
"Dott. Martino Gianvecchio",4
"Angela Johnson",3
"Annibale Rosmini",7
"Michael Rose",5
"Cirillo Aporti-Tognazzi",7
"Mauro Garibaldi",8
"Tracy Chung",4
"Teresa Agostini",6
"David Jensen",7
"Louis Kelly",4
"Edward Lutz",5
"Tara Griffin",1
"Livio Tozzi",3
"Camilla Papafava",9
"Flora Porcellato",5
"Dott. Isa Castelli",5
"Rodolfo Donarelli",6
"Patrick Martinez",2
"Ryan Perry",2
"Samantha Nguyen",10
"Atenulf Tebaldi",10
"Eric Olson",9
"Jason Woods",0
"Antonio Moreno",0
"Laura Brown",10
"Girolamo Broschi",1
"Sheri Richardson",4
"Danielle Bass",3
"Jerry Jones",0
"Jeremy Fisher",3
"Teresa Le",1
"Alicia Randolph",0
"Liana Bajardi-Pasqua",10
"Simone Fantini",9
"Laureano Camilleri-Udinesi",0
"Daria Salvini",1
"Jordan Ryan",4
"Riccardo Errani",10
"Shelia Evans",7
"Mr. Michael Bush",2
"Melina Verdone-Rossini",3
"Matthew Lee",5
"Bernardo Pastine-Manolesso",10
"Daniel Meyer",7
"Melissa Andreozzi",0
"Cole Ramirez",3
"Patrizia Manzoni",6
"Imelda Cherubini",3
"Elisa Delle",8
"Arnaldo Cantimori",3
"Barbara Gamble",2
"John Henderson",4
"Adriana Piazzi-Galiazzo",9
"Sig. Ronaldo Agostini",3
"Christian Ashley",4
"Carlo Vergassola",6
"Fabrizio Mantegna",9
"Amy King",7
"Clelia Bartoli",2
"Romina Trevisan",3
"Sig. Agostino Caffarelli",10
"Federigo Sollima",7
"Diane Fisher",4
"Melania Modugno",0
"Kristin Maddox",1
"Sig. Torquato Tosi",2
"Yvette Wood",6
"Dott. Costantino Majewski",7
"Tammy Conner",8
"Brent Thomas",8
"Francesca Lollobrigida",0
"Luigi Oscuro",3
"Giampiero Gonzaga-Borzomì",1
"Gemma Contarini-Gelli",4
"Joe Powell",2
"John Smith",1
"Sig.ra Lidia Bulzoni",8
"Sig. Piero Esposito",6
"Noah Pennington",1
"Leah Baker",8
"Fortunata Caruso",3
"Denise Miller",1
"Kenneth Williams",8
"Giuseppina Amato-Carocci",6
"Patricia Jones",0
"Robert Dyer",1
"Zachary Wood",7
"Steven Keller",8
"Mauro Travia",0
"Courtney Hubbard",10
"Franklin Austin",2
"Carlos Coffey",3
"Crystal Franklin",6
"Gabriele Dibiasi",7
"Joshua Cole",5
"Joseph Morgan",10
"Charles Sullivan",2
"Sig.ra Chiara Murri",8
"Lara Pigafetta-Montalcini",3
"Dolores Odescalchi-Marzorati",6
"Ippazio Costalonga-Viviani",10
"Dott. Giampaolo Durante",1
"Samantha Murphy",0
"Erin Carroll",10
"Valentina Morlacchi",2
"Mr. Kevin Barker Jr.",2
"Adele Dellucci",10
"Iolanda Onio",3
"John Hall",10
"Tina Lucchesi-Agostinelli",4
"Nathaniel Schroeder",7
"Ashley Johnson",1
"Craig Sanchez",3
"Michelotto Bonino",0
"Sig. Nino Bernini",10
"Lazzaro Scarpetta",9
"Valentina Gucci",2
"Sig.ra Amanda Toselli",6
"April White",5
"Dott. Patrizio Lombardi",5
"Dott. Donato Gioberti",3
"Etta Tartaglia-Tomasini",10
"Angelina Vasari",10
"Adam Schultz",2
"Sig.ra Giulia Benussi",4
"Alessandra Savorgnan-Botticelli",3
"Dott. Arnaldo Corcos",6
"Michele Bramante",3
"Paulina Monte-Renault",10
"Giancarlo Ferrante",10
"Fulvio Vidoni",4
"Jane Wilson",3
"Linda Hudson",5
"Sara Glover",10
"Fiorino Platini",10
"Joshua Strickland",1
"Temistocle Beccheria",4
"Chad Mercer",7
"Laura Myers",3
"Giada Costalonga",1
"Adelasia Redi",7
"Peter Brown",3
"Anna Price",7
"Laura Lam",5
"Joan Maxwell",1
"Melissa Navone",4
"Cheryl Hill",6
"Jennifer Curtis",5
"Emily Gordon",7
"Sig.ra Fernanda Golgi",8
"Lara Acerbi",9
"Elizabeth Martin",1
"Federigo Molesini",10
"Mark Bray",9
"Gianluigi Pizzetti",9
"Calogero Draghi",0
"Jessica Larsen",6
"Michael Daniel",5
"Phillip Davis",4
"Kendra Miles",6
"Ashley Charles",4
"Marcello Benedetti",2
"Claudio Scarlatti",2
"Ippazio Morabito",10
"Dott. Sophia Mortati",8
"James Shelton",5
"Michael Allen",4
"Eugenia Broggini",1
"Gelsomina Rensi",2
"Nicola Moschino-Pinamonte",4
"Sergius Goldstein",9
"Ermes Celentano-Taliani",6
"Pier Molesini",6
"Michael Johnson",5
"Ornella Borrani",4
"Evan Smith",7
"Marie Reed",6
"Brittany Smith",8
"Elizabeth Spencer",6
"Dott. Cipriano Smirnoff",3
"Gianpaolo Dalla",2
"Fortunata Galiazzo",6
"Sig. Gilberto Martinelli",3
"Vanessa Keller",1
"Paolo Leonardi",8
"Daniel Huff",2
"David Cannon",1
"Robert Frederick",0
"Silvia Innocenti",10
"Rosa Vigorelli",0
"Matthew Robinson",6
"Laura Miller",0
"Wayne Wall Jr.",10
"Berenice Bignardi-Babbo",5
"Annalisa Giannone",9
"Sig. Giosuè Monicelli",9
"Lisa Cooley",8
"Letizia Omma",0
"Gabriella Tasca",9
"Robert Graham",9
"Giorgio Guarneri",2
"Gabriel Deleon",6
"Jennifer Rivera",2
"Panfilo Interminei-Ginesio",10
"Kathy Mclaughlin",0
"Richard Sparks",1
"Dott. Sylvia Fagotto",4
"Andrea Evans",9
"Peter Gutierrez",6
"Joseph Odonnell",7
"Melina Guglielmi-Brunello",2
"Samuel Beck",7
"Ermenegildo Bonolis",7
"Christopher Smith",8
"Ennio Fo",2
"Sig. Cipriano Mercati",5
"Danielle Flores",4
"Julie Richardson",0
"Sig.ra Sophia Anastasi",4
"Dott. Renzo Botta",7
"Mr. Mark Jackson",5
"Tara Bond",0
"Mary Conley",9
"Laura Moschino-Grifeo",2
"Maria Owens",8
"Donna Doria",6
"Marcello Disdero",9
"Kevin Park",2
"Rosina Andreozzi",10
"Ronnie Smith",6
"Lindsay Yang",5
"Marilyn Morgan",10
"Dott. Licia Taccola",7
"Gary Hawkins",1
"Eric Walker",2
"Elisa Garozzo",6
"David Cook",2
"Daniel Zavala",6
"Ashlee Martinez",2
"Dario Depero",6
"Mrs. Kimberly Mccann",6
"Michele Volterra",6
"Eric Young",1
"Claudio Falier",1
"Loretta Poerio",3
"Sig. Vincentio Franzese",5
"Paul Davis",3
"Maureen Fisher",8
"Ermanno Scarfoglio",3
"Patrick Bruce",8
"Flavio Petrassi",7
"Alessio Lamborghini",5
"Brian Kent",6
"Aldo Ceschi",8
"Caleb Davis",9
"Martino Camanni",5
"Darlene Mcguire",3
"Marco Puccini",7
"Bernardo Gussoni",9
"Virgilio Emo",4
"David Hughes",4
"Dott. Isa Segni",0
"Jennifer Baker",0
"Christopher Ibarra",10
"Jacqueline Chan",4
"Edwin Walker",0
"Stephanie Navarro",1
"Penny Douglas",0
"Gabriella Grifeo",9
"Tatiana Argentero",0
"Flavio Murri-Broggini",3
"Danielle Aguilar",7
"Ugolino Cignaroli-Palmisano",8
"Nicolò Tozzi",9
"Lolita Bertolucci",0
"Giuliana Bixio",9
"Annalisa Iannucci",4
"Donna Valier",2
"Vittorio Infantino",2
"Germana Porcellato",3
"Robert Hill",2
"Joseph Harmon",0
"Denise Floyd",0
"Karen Williams",6
"Marcantonio Barzini",8
"Steve Marsh",1
"Margaret Edwards",5
"Adele Ravaglioli",1
"Andrew Hopkins",10
"Tracy Carrillo",0
"Miss Kathleen Olsen DDS",3
"Jeff Moore",7
"Gino Toso",9
"Jeffrey Harmon",2
"Romina Marenzio",4
"Andrew Lane",2
"Virginia Gonzalez",3
"Shawn Johnson",5
"Sig.ra Isabella Morabito",9
"Nina Boaga-Depero",9
"Gabrielle Webb",8
"Ludovica Dalla",8
"Ruggiero Sorrentino",7
"Courtney Camacho",1
"Sophia Franceschi",8
"Michelle Perez",1
"Whitney Campbell",6
"Clelia Giacometti",3
"Pompeo Paganini",7
"Antonina Mezzetta",0
"Dott. Maria Ritacca",6
"Pamela Holt",9
"Gianluca Pedrazzini",4
"Scott Palmer",5
"Sebastiano Ricolfi",10
"Julie Flowers",8
"William Evans",4
"Timothy Evans",6
"Monica Borgia",2
"Michael Anderson DDS",9
"Bryan Velazquez",10
"Bartolomeo Bruscantini",0
"Elizabeth Forbes",1
"Karen Hall",3
"Enrico Volta",8
"Piermaria Majorana-Castelli",2
"Jerry Mathis",4
"Donna Mendoza",3
"Lando Scarlatti",8
"Peter Brandt",7
"Maria Palmisano",4
"Ernesto Parini-Trentin",9
"Steven Holland",6
"Costanzo Montanari-Piovani",4
"Jessica Baldwin",2
"Telemaco Bossi-Barcaccia",5
"Bianca Bacosi",6
"Mariana Serao",9
"Michael Miles",5
"Pina Doria",7
"Marcantonio Broggini",4
"Fortunata Tacchini",5
"Melissa Vismara",6
"Teresa Fioravanti",4
"Evan Robinson",5
"James Parker",0
"Joshua Riley",3
"Ann Kim",1
"Kristina Chambers",4
"Katherine Garner",10
"Angela Smith",0
"Christopher Avery",10
"Tracy Walter",6
"Angela Munoz",5
"Dott. Romeo Gadda",10
"Beverly Harris",2
"Arnulfo Mantegazza",2
"Betty Garcia",0
"James Wong",2
"Sig.ra Fiamma Fattori",2
"Brittany Smith",6
"Edoardo Ferrata",8
"Eva Gentilini",7
"Haley Holmes DVM",9
"Kristen Baker",3
"Dott. Ugolino Odescalchi",6
"Amalia Gentili-Parisi",8
"Mr. Joel Thompson",0
"Paoletta Toso",4
"Dott. Angelina Sabatini",0
"Patrick Woods",2
"Gina Lopez",1
"Laurie Hanson",10
"Kathryn Coleman",2
"Michael Garrett",9
"Victor Martinez",9
"Patrizio Cammarata",9
"Robert Scott",2
"Olga Taliercio",9
"Kenneth Silva",4
"Stephen Branch",10
"Kathleen Adams",3
"Anita Pisano",2
"Rosina Delle",6
"Allison Nolan",9
"Morena Morellato-Ravaglioli",3
"Thomas Weeks",1
"Santino Ferrari",2
"Joshua Bailey",1
"Sandra Johnston",5
"Lisa Wilson",0
"Dean Williams",0
"Joel Robinson",0
"Michael Foster",4
"Stephen Ball",9
"Shawn Gibson",9
"Kevin Richardson",8
"Mr. Billy Jordan",5
"Veronica Gilardoni-Montanari",3
"Kenneth Ferguson",3
"Dott. Vincenzo Bazzi",2
"Kelsey Garza",9
"Kevin Wright",1
"Ornella Canevascini",6
"Debbie Miller",6
"Timothy Johnson",5
"Tatiana Bresciani",0
"Pamela Roman",2
"Dr. Crystal Chambers",0
"Dott. Gioachino Tolentino",0
"Robert Mccall",1
"Krystal Wheeler",8
"Lauretta Tamborini",4
"Candice Bullock",4
"Jackie White",5
"Jessica Reyes",6
"Stefano Romano",7
"Kimberly Chaney",5
"Brian Phillips",4
"Puccio Jacuzzi",7
"Kristin Evans",1
"Sig. Virgilio Dulbecco",5
"Morgan Hernandez",5
"Jonathon Hill",0
"Kathleen Mullins",9
"Amanda Schmidt",0
"David Kelly",10
"Alessandra Cociarelli",7
"Erin Jones",1
"Donald Ray",9
"Cynthia Noble",6
"James Bush",10
"Mary Hansen",8
"Ludovico Ferrazzi",5
"Monique Morrison",6
"Jody Bentley",1
"Lori Schneider",3
"Martino Pincherle",5
"Michael Weeks",10
"Berenice Deledda",2
"Krista Parsons",4
"Luchino Ortolani",9
"Isa Merisi",8
"Jorge Perez",1
"James Powers",9
"Armando Gibilisco",1
"Paolo Vasari-Tiepolo",1
"Gregg Smith",1
"Kimberly Hernandez",5
"Thomas Michael",6
"Eleanora Cicala",2
"Gregg Johnson",6
"Fiorino Borromeo-Ziani",5
"Daniel Gates",1
"Alyssa Wiley",4
"Dott. Rosalia Luciani",7
"Brett Henderson",1
"Antonio Bonino",8
"Ashley Weaver",2
"Nino Zanichelli",8
"Mrs. Rebecca Wilcox",10
"Dott. Venancio Asprucci",3
"Douglas Scott",4
"Antonella Amaldi",8
"Amber Long",1
"Emily Williams",10
"Eleanora Pacillo",10
"Mark Miller",10
"Ashley Howell",5
"Amadeo Giannone",4
"Curtis Walton",0
"Caitlin Brown",0
"Marcus Jordan",5
"Amber Jones",10
"Robert Lane",2
"Julie Ingram",2
"Ubaldo Piacentini",5
"Ranieri Ubaldi-Giannuzzi",3
"Tatiana Mascheroni-Gullotta",8
"Riccardo Roccabonella",8
"Alex Carey",8
"Matthew Sherman",7
"Scott Cruz",3
"Rolando Letta",9
"Loredana Perini",9
"Kevin Schultz",6
"Bernardo Necci",5
"Olivia Zamora",9
"Kristin Ramirez",3
"Andrew Mosley",4
"Gianpaolo Cicilia",1
"Alexis French",8
"Mirco Camicione",7
"Tina Puglisi",8
"Giacinto Barcaccia",3
"Tyler Ramos",7
"Karen Rojas",4
"Ramona Randazzo",2
"Janice Contreras",4
"Joel Le",8
"Nicole Dunn",0
"Angela Bonilla",7
"Kimberly Young",4
"Ronaldo Tron",1
"Dott. Adamo Govoni",7
"Steven Lee",1
"Stella Scialpi",0
"Monica Fox",9
"Janice Palmer",4
"Sig.ra Marisa Simeoni",7
"Dina Prodi-Emanuelli",0
"Anthony Carpenter",6
"Tracy Berger",8
"Iolanda Mondadori",7
"Ennio Regge",9
"Gelsomina Finzi-Giannuzzi",5
"Susanna Argento",4
"Robert Mack",9
"Shelby Lara",8
"Dott. Federico Trevisan",7
"Maurizio Borgia",0
"Isaac Galloway",10
"Stella Pellegrini",3
"Piermaria Panzera",10
"Dott. Irma Mocenigo",7
"Pasquale Sabatini",5
"Pierangelo Milanesi",7
"Olga Scarpa",3
"Tullio Montesano",8
"Tonia Maffei-Costalonga",3
"Angelo Falcone",8
"Aria Papetti",10
"Erika Thomas",4
"Justin Smith",5
"Giampiero Verri-Gabba",8
"Sharon Jones",1
"Linda Morrison",9
"Brian Green",9
"Brenda Rocha",9
"Antonina Vivaldi",7
"Raffaellino Busoni",9
"Kelly Camacho",6
"Melody Jones",10
"April Cook",5
"Carlo Bianchini",6
"Daniel Wang",6
"Ashley Bradley",0
"Vittorio Cignaroli-Marini",6
"Gastone Rosmini",2
"Leah Miranda",1
"Adelmo Cagnotto",2
"Francesco Lucciano",3
"Coluccio Cuomo",1
"Sig. Bartolomeo Germano",7
"Fabio Aloisio",5
"Marta Ioppi-Vento",0
"Alicia Stewart",1
"Elisa Versace-Montanelli",5
"Claudia Barozzi",5
"Antonella Pinamonte",3
"Leone Ariosto",10
"Teresa Salieri",8
"Frank Ford",7
"Rosa Fornaciari",6
"Richard Vargas",6
"April Johnson",3
"Maria Monduzzi",8
"Michelle Koch",9
"Jack Myers",6
"Dott. Olga Valier",10
"Dott. Claudia Toso",5
"Tiffany Luna",2
"Lodovico Cesarotti",10
"Pasqual Franscini",3
"Peter Byrd",7
"Judith Li",10
"Christopher Bailey",3
"Robert Hammond",7
"Ronaldo Marsili",0
"Hannah Rodriguez",10
"Gianmarco Inzaghi",0
"Dott. Berenice Boito",3
"Anita Basso",6
"Sarah Johnson",1
"Kelly Bender",7
"Valentina Marzorati-Vanvitelli",1
"Sig. Rembrandt Guariento",5
"David Camacho",5
"Carl Terry",9
"Dott. Santino Agnesi",7
"Jose Pitts",9
"Leah Johnson",1
"Martin Jackson",7
"Biagio Fittipaldi",3
"Teresa Clark",1
"Rosario Gaggini-Boccaccio",5
"Alina Palmisano",8
"Caterina Tommaseo",4
"Cipriano Zanzi",8
"Alfio Cantimori",2
"Amber Martinez",0
"Enrico Giunti",6
"Liliana Verdi",5
"Gionata Eco",9
"Puccio Sforza",1
"Giacobbe Faranda",7
"Anita Macias",7
"Makayla Richardson",6
"Danny Sheppard",7
"Dina Marrone",10
"Anthony Anderson",10
"Gioacchino Respighi",8
"Maria Butler",1
"Allegra Pisaroni",10
"Monica Beasley",2
"Timothy Rosales",0
"Nathan Summers",8
"Eleanora Natta",4
"Lucia Amaldi",4
"Sebastiano Gussoni-Ponti",8
"Filippa Ferrara-Gibilisco",4
"Michelotto Vivaldi-Procacci",7
"Steven Wilson",3
"Vittoria Renzi",5
"Alicia Cross",6
"Michael Li",8
"Ignazio Barese",9
"Fabia Ceci",3
"Leroy Adams",6
"John Smith",5
"Clelia Agnesi-Lerner",8
"Dott. Teresa Tolentino",8
"Christina Spencer",5
"David Bond",6
"Sig.ra Amalia Morellato",2
"Sig. Ugolino Giacconi",7
"Michael Andersen",4
"Ernesto Pennetta",9
"Nicole Carter",4
"Amanda Shaw",10
"Sig. Alderano Badoer",1
"Ugolino Ajello",3
"Giada Agostinelli",9
"Karen Blankenship",4
"Eraldo Giannetti",7
"Arthur Jensen",0
"Jamie Wood",1
"Ryan Clark",0
"Sig.ra Nicoletta Anguillara",1
"Dolores Nibali-Bazzi",1
"Vittorio Parisi",3
"Johnathan Johnson MD",9
"Veronica Lynch",2
"Arnulfo Tarantino",1
"Robin Haas",1
"Heather Petty",4
"Travis Miller",2
"Martina Udinesi",10
"Michelle Roberts",1
"Giampaolo Rienzo",7
"Andrew Roberts",1
"Ciro Berlusconi",9
"Alfio Cavalcanti-Randazzo",10
"Fernanda Boito",9
"Taylor Simmons",1
"Luigina Pellegrini",6
"Matteo Mezzetta",10
"Caleb Drake",9
"Alexis Hanna",2
"Maurizio Taccola",7
"Corrado Emo",0
"Maria Mccall",0
"Ashley Larsen",5
"Kimberly Adams",10
"Carolyn Frey",4
"Dolores Camilleri",7
"Lisa Cisneros",10
"Ranieri Gori-Tommaseo",0
"Alessio Ceci",1
"Carlo Nitto",0
"Sig. Mario Missoni",1
"Sig.ra Luisa Callegari",4
"Michelle Martin",1
"Stephanie Hunter",9
"John Lopez",0
"David Martinez",5
"Christian Ball",5
"Fredo Valmarana-Sabatini",0
"Dott. Rosaria Cremonesi",1
"Kristin David",6
"Raffaele Gentilini-Barzini",3
"Gloria Carosone",5
"Concetta Onio",10
"Eric Caldwell",6
"Federico Sabbatini-Cesaroni",10
"Paul Oneal",1
"Travis Adams",10
"Adele Saracino",3
"Christopher Weiss",1
"Teresa Solari",5
"Tonia Puccini-Dulbecco",2
"Giosuè Trussardi",10
"Carlo Cutrufo",1
"Dana Moore",7
"Arnulfo Versace",6
"Carolyn Cameron",3
"Julie Wright",10
"George Simmons",8
"Ernesto Carnera",0
"Antonio Corradi-Beccaria",6
"Stacey Banks",8
"Robert Moore",5
"Ornella Falier",3
"Rita Thompson",4
"Michael Potter",3
"Kimberly Gonzalez",4
"Sarah Harrell",2
"Lisa Mata",10
"Baldassare Boiardo",10
"Dina Pedrazzini",2
"Joshua Blake",6
"Lisa Schmidt",7
"Vanessa Smith",1
"Jared Gonzales",7
"Pina Ammaniti",10
"Dott. Stefani Stucchi",0
"Luigina Parmitano",9
"Stephen Mcdowell",9
"Anthony Luna",5
"Edoardo Granatelli",6
"Nino Delle",8
"Eva Grasso",3
"Sharon Nguyen",2
"Mrs. Monique Fernandez DVM",6
"Zachary Meyer",5
"Eraldo Cabibbo",5
"Milena Muratori",2
"Mirco Morrocco",5
"Elvira Pareto",5
"Dott. Galasso Pastine",2
"Mr. Scott Forbes",3
"Dott. Coluccio Montanelli",6
"Ryan Martinez",10
"Agostino Scarpetta",1
"Dott. Ciro Botta",9
"Raffaella Jacuzzi-Ceravolo",6
"Matthew Turner",1
"Ottavio Bonatti",0
"Luigina Nosiglia-Fo",10
"Dott. Tonino Marrone",4
"Amanda Cunningham",7
"Franklin Taylor",6
"Beppe Botticelli",9
"Ricardo Lang",6
"Gioachino Farnese",2
"Dott. Raffaella Puglisi",9
